comp25_c0_seq1	YFR032C	100.00	279	0	0	1	279	279	1	9e-147	  516
comp42_c0_seq1	YFR023W	100.00	279	0	0	1	279	62	340	8e-147	  516
comp135_c0_seq1	YOR214C	100.00	374	0	0	1	374	54	427	0.0	  691
comp135_c1_seq1	YOR214C	100.00	299	0	0	14	312	413	711	1e-157	  553
comp136_c0_seq1	YPL025C	100.00	224	0	0	3	226	335	558	5e-116	  414
comp136_c1_seq1	YPL025C	100.00	276	0	0	74	349	1	276	5e-145	  510
comp139_c0_seq1	YMR290W-A	99.29	140	1	0	384	523	348	209	1e-67	  254
comp140_c0_seq1	YML047W-A	100.00	273	0	0	28	300	366	94	2e-143	  505
comp140_c0_seq1	YML047C	100.00	269	0	0	1	269	791	1059	3e-141	  497
comp146_c0_seq1	YOL104C	100.00	238	0	0	1	238	260	23	4e-124	  440
comp150_c0_seq1	YLR406C-A	100.00	150	0	0	25	174	150	1	5e-75	  278
comp154_c0_seq1	YHR214C-E	98.47	262	4	0	202	463	1	262	2e-130	  462
comp154_c0_seq1	YAR070C	98.47	262	4	0	202	463	1	262	2e-130	  462
comp180_c0_seq1	YHR184W	100.00	246	0	0	23	268	48	293	2e-128	  455
comp180_c0_seq2	YHR184W	100.00	293	0	0	14	306	1	293	2e-154	  542
comp181_c0_seq1	YPL062W	100.00	367	0	0	1	367	39	405	0.0	  678
comp185_c0_seq1	YGL251C	99.74	378	0	1	100	477	56	432	0.0	  691
comp193_c0_seq1	YOL104C	100.00	300	0	0	215	514	1059	760	3e-158	  555
comp193_c1_seq1	YOL104C	100.00	370	0	0	1	370	768	399	0.0	  684
comp194_c0_seq1	YDL114W	99.81	517	1	0	136	652	1	517	0.0	  950
comp194_c1_seq1	YDL114W	100.00	415	0	0	1	415	503	917	0.0	  767
comp417_c0_seq1	YGL138C	99.81	529	1	0	16	544	616	88	0.0	  972
comp421_c0_seq1	Q0055	100.00	268	0	0	1	268	1954	2221	1e-140	  496
comp603_c0_seq1	YER181C	100.00	97	0	0	200	296	1	97	1e-45	  180
comp661_c0_seq1	Q0055	100.00	396	0	0	1	396	356	751	0.0	  732
comp865_c0_seq1	YKL097C	100.00	57	0	0	446	502	411	355	4e-23	  106
comp1102_c0_seq1	Q0115	100.00	208	0	0	1	208	143	350	2e-107	  385
comp1102_c0_seq1	Q0120	100.00	208	0	0	1	208	143	350	2e-107	  385
comp1102_c0_seq1	Q0105	100.00	208	0	0	1	208	143	350	2e-107	  385
comp1102_c0_seq1	Q0110	100.00	208	0	0	1	208	143	350	2e-107	  385
comp1545_c0_seq1	YMR213W	99.32	1773	12	0	194	1966	1773	1	0.0	 3208
comp1546_c0_seq1	YGL016W	100.00	3246	0	0	174	3419	1	3246	0.0	 5995
comp1546_c0_seq1	YGL015C	100.00	393	0	0	3551	3943	393	1	0.0	  726
comp1547_c0_seq1	YDL233W	100.00	1377	0	0	150	1526	1	1377	0.0	 2543
comp1548_c0_seq1	YGL090W	100.00	1266	0	0	1214	2479	1266	1	0.0	 2338
comp1548_c0_seq1	YGL089C	100.00	363	0	0	645	1007	1	363	0.0	  671
comp1550_c0_seq1	YLR240W	100.00	2628	0	0	178	2805	1	2628	0.0	 4854
comp1551_c0_seq1	YDL183C	100.00	963	0	0	225	1187	963	1	0.0	 1779
comp1552_c0_seq1	YGR166W	100.00	1683	0	0	66	1748	1683	1	0.0	 3109
comp1553_c0_seq1	YMR068W	99.92	1281	1	0	96	1376	1281	1	0.0	 2361
comp1554_c0_seq1	YGR079W	99.73	1113	3	0	67	1179	1113	1	0.0	 2039
comp1555_c0_seq1	YOR353C	100.00	2376	0	0	34	2409	1	2376	0.0	 4388
comp1557_c0_seq1	YLR450W	100.00	3138	0	0	216	3353	1	3138	0.0	 5795
